Gender;Age at enrollment;Application mode;Course;Scholarship holder;Admission grade;Curricular units 1st sem (enrolled);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade)
0;19;1;9254;0;127.0;6;6;12.0;6;4;12.75
0;19;17;9500;0;131.3;8;7;14.731428571428571;8;7;14.731428571428571
0;18;1;171;0;137.1;0;0;0.0;0;0;0.0
0;21;7;9070;0;120.0;13;13;13.615384615384617;12;12;14.25
0;27;39;9991;0;139.0;5;5;15.8;5;5;14.8
0;19;17;9238;0;129.1;6;6;14.666666666666666;6;6;14.571428571428571
0;25;39;9085;0;128.2;5;0;0.0;5;0;0.0
0;18;1;9500;1;120.8;8;7;14.654285714285717;8;7;14.654285714285717
0;24;39;9500;0;135.8;8;7;12.401428571428571;8;7;12.401428571428571
0;20;1;9500;0;118.9;7;7;11.5875;8;7;14.071428571428571
0;26;7;9991;0;140.0;5;5;14.0;5;5;15.6
0;20;1;9238;1;127.1;6;6;12.333333333333334;6;6;11.833333333333334
0;18;1;9085;0;137.0;5;5;14.0;5;5;15.4
0;19;1;9085;0;127.4;6;6;15.23076923076923;6;6;12.375
0;23;1;9853;0;97.0;6;5;11.6;6;3;11.0
0;18;1;9500;1;126.3;7;6;11.6;7;6;11.6
0;18;1;9500;0;127.5;7;0;0.0;8;0;0.0
0;19;1;9500;1;126.6;7;7;12.901428571428571;8;8;13.094444444444443
0;30;42;9991;0;120.0;7;7;14.142857142857142;5;5;14.8
0;29;44;9085;0;140.0;6;0;0.0;6;0;0.0
0;19;1;9500;0;131.5;8;8;13.25375;8;8;13.25375
0;20;17;9556;0;112.2;7;7;13.785714285714286;8;8;14.1
0;20;1;9500;0;150.5;7;6;13.916666666666666;7;6;13.916666666666666
0;19;1;9670;0;121.0;6;6;13.5;6;6;13.571428571428571
0;20;17;9147;0;112.2;5;3;11.333333333333334;5;2;10.666666666666666
0;21;1;9085;0;129.4;5;0;0.0;5;0;0.0
0;19;17;9670;0;114.4;6;5;11.5;6;4;14.6
0;18;1;9500;1;120.3;8;7;12.082857142857142;8;7;12.082857142857142
0;27;39;8014;1;120.0;6;6;11.833333333333334;6;5;12.8
0;19;17;9147;1;114.5;5;5;13.4;5;5;12.4
0;19;1;9500;1;127.8;7;0;0.0;7;0;0.0
0;19;1;9773;0;124.6;6;5;14.2;6;6;14.571428571428571
0;18;1;9500;1;130.3;8;7;13.814285714285717;8;7;13.814285714285717
0;20;17;9254;1;118.2;6;4;11.25;6;6;10.5
0;18;1;9670;1;118.8;6;6;14.5;6;6;13.666666666666666
0;19;1;9670;0;133.0;6;0;0.0;6;0;0.0
0;36;39;9500;0;129.0;7;6;11.3;7;6;11.3
0;18;43;9556;0;100.0;2;0;0.0;4;1;16.0
0;18;43;9130;0;120.7;5;1;12.0;5;3;12.0
0;19;17;9500;0;132.5;8;7;12.3;8;7;12.3
0;18;1;9500;1;120.3;8;7;12.694285714285714;8;7;12.694285714285714
0;18;17;9670;0;114.6;5;4;11.0;5;4;11.0
0;19;1;9238;1;116.5;6;6;13.0;6;6;14.166666666666666
0;19;1;9500;1;127.8;7;7;14.4125;8;8;16.05
0;18;1;9500;0;129.9;7;7;12.92875;8;8;14.0625
0;20;1;9773;0;118.9;6;6;13.333333333333334;6;5;12.8
0;20;1;9254;1;114.3;6;5;12.8;6;5;12.8
0;20;18;9500;0;114.8;8;7;14.402857142857142;8;7;14.402857142857142
0;18;1;9500;1;123.0;8;7;13.381428571428572;8;7;13.381428571428572
0;18;1;9500;0;122.1;7;7;14.13125;8;8;13.98375
0;19;17;9085;0;123.7;5;5;11.714285714285714;5;5;12.6
0;19;1;9147;0;132.4;5;5;11.8;5;4;11.25
0;44;39;8014;0;114.8;6;6;11.166666666666666;6;2;11.0
0;32;7;9003;0;130.0;6;0;0.0;6;0;0.0
0;22;43;9853;0;122.3;6;5;13.6;6;5;12.0
0;36;39;9003;0;152.4;12;12;13.846153846153848;12;11;14.090909090909092
0;18;17;9773;1;120.1;6;6;12.5;6;6;13.333333333333334
0;20;1;9130;0;155.1;5;5;16.4;5;5;14.6
0;20;51;9070;1;124.5;11;11;13.818181818181818;11;11;13.454545454545457
0;19;17;9238;0;126.9;6;5;10.6;6;4;10.5
0;24;39;9147;0;153.2;5;5;10.2;5;5;12.2
0;20;17;9238;0;129.8;6;5;10.6;6;4;10.4
0;27;43;8014;0;135.0;10;9;11.444444444444445;11;5;10.8
0;20;1;9853;0;131.3;6;5;14.333333333333334;8;8;12.625
0;23;43;9238;1;125.2;16;16;13.0;13;13;13.266666666666667
0;18;1;9500;1;141.3;8;8;13.31;8;8;13.31
0;18;17;9238;1;117.1;6;5;10.571428571428571;6;5;12.2
0;20;17;9500;1;126.5;8;7;13.487142857142857;8;7;13.487142857142857
0;20;1;9254;1;120.1;6;6;12.333333333333334;6;6;11.833333333333334
0;23;1;9670;0;128.4;6;6;11.875;6;5;12.833333333333334
0;20;1;9500;0;140.0;7;6;13.966666666666669;7;6;13.966666666666669
0;28;39;9254;0;110.0;5;0;0.0;5;0;0.0
0;21;1;9670;0;116.8;5;4;11.5;5;5;12.8
0;21;1;9556;0;104.5;2;2;12.5;7;0;0.0
0;28;7;9500;0;140.0;7;0;0.0;8;0;0.0
0;18;1;9500;0;113.2;7;6;11.98;8;7;13.225
0;21;17;9238;1;118.6;6;5;13.2;6;5;11.8
0;19;1;9500;0;123.8;7;6;11.614285714285714;8;8;14.0375
0;18;18;9500;1;126.7;8;7;14.314285714285717;8;7;14.314285714285717
0;19;1;9500;0;133.8;7;0;0.0;8;0;0.0
0;20;44;9085;0;140.0;6;6;12.666666666666666;6;2;13.0
0;20;1;9500;1;100.6;7;6;12.766666666666666;8;7;12.128571428571428
0;18;17;9853;1;132.7;6;6;12.666666666666666;6;5;12.2
0;20;43;9670;0;106.6;6;6;11.5;6;4;10.571428571428571
0;31;39;9670;0;140.4;6;5;11.4;6;4;11.75
0;19;17;9500;1;128.3;7;7;14.70625;8;8;14.4775
0;19;1;9500;1;118.6;7;6;11.814285714285717;8;7;13.542857142857144
0;23;1;9070;0;123.4;6;6;13.0;6;6;11.875
0;19;1;9670;0;124.0;6;6;14.857142857142858;6;6;13.333333333333334
0;20;1;9500;0;121.3;7;6;12.6;7;6;12.6
0;22;1;9085;0;101.0;6;5;13.333333333333334;6;4;11.4
0;18;1;9853;0;116.9;7;6;10.666666666666666;7;6;12.833333333333334
0;27;7;9130;0;130.0;5;2;11.5;5;1;11.0
0;29;39;9556;0;120.0;7;1;10.0;7;0;0.0
0;18;17;9254;0;130.4;6;5;11.8;6;5;12.2
0;18;17;9070;0;118.7;6;5;11.8;6;6;12.666666666666666
0;18;17;9500;0;131.5;8;8;12.77125;8;8;12.77125
0;20;17;9085;0;120.4;5;3;11.333333333333334;5;5;12.6
0;18;17;9254;0;129.1;6;6;12.666666666666666;6;5;14.6
0;18;1;9070;0;132.0;6;5;12.2;6;4;10.833333333333334
0;28;7;9085;0;130.0;5;1;12.0;4;0;0.0
0;18;1;9500;1;132.8;8;7;11.721428571428572;8;7;11.721428571428572
0;27;39;9500;0;143.7;7;4;14.0;7;3;12.525
0;26;39;33;0;152.8;7;7;14.75;7;5;13.8
0;18;1;9773;0;133.5;6;6;12.666666666666666;6;6;13.666666666666666
0;18;1;9130;0;146.2;5;4;13.0;5;5;14.0
0;21;1;9147;0;115.2;5;0;0.0;5;0;0.0
0;18;1;9070;0;120.7;6;4;10.75;6;0;0.0
0;32;39;8014;0;101.8;5;0;0.0;5;0;0.0
0;28;39;9670;0;100.0;5;4;12.5;5;4;11.75
0;40;39;9991;0;121.9;4;0;0.0;5;0;0.0
0;39;18;8014;0;120.4;5;0;0.0;4;0;0.0
0;39;18;9238;0;120.4;6;0;0.0;6;0;0.0
0;50;39;9003;0;148.8;6;6;12.5;6;5;12.4
0;23;17;9853;0;123.0;6;5;12.8;6;3;11.666666666666666
0;48;39;8014;0;100.0;6;1;10.0;6;1;11.0
0;23;17;9853;0;112.1;6;4;11.25;6;5;10.2
0;18;1;9500;1;126.8;8;7;12.61;8;7;12.61
0;18;17;9130;0;115.9;5;2;12.0;5;5;12.6
0;20;15;9238;0;132.5;6;5;13.0;6;6;13.5
0;18;18;9085;1;132.2;5;4;12.0;5;5;13.0
0;18;1;9556;0;183.5;7;4;12.0;8;0;0.0
1;31;43;9119;0;136.0;5;1;12.0;5;1;11.0
1;24;39;9119;0;100.9;5;1;12.0;5;3;10.5
1;24;39;171;0;114.5;0;0;0.0;0;0;0.0
1;26;39;9147;0;110.3;5;0;0.0;5;0;0.0
1;18;1;9130;0;137.2;6;5;13.625;6;4;11.75
1;19;17;9147;1;116.9;5;3;11.666666666666666;5;3;11.666666666666666
1;22;17;9670;0;121.8;6;0;0.0;6;0;0.0
1;18;1;9500;0;127.3;8;7;11.69;8;7;11.69
1;20;44;9070;0;120.0;6;0;0.0;6;0;0.0
1;25;44;171;0;150.0;0;0;0.0;0;0;0.0
1;24;43;9991;0;100.0;5;4;11.5;5;5;11.285714285714286
1;27;39;9119;0;150.0;5;1;14.0;5;0;0.0
1;21;17;9254;0;116.9;6;5;11.0;6;5;12.4
1;21;44;9003;0;140.0;6;6;12.857142857142858;6;6;13.166666666666666
1;19;18;9773;0;122.1;6;4;12.5;6;6;11.333333333333334
1;28;39;9500;0;160.0;7;7;14.528571428571428;8;8;15.018181818181818
1;20;1;9147;0;118.4;5;5;10.0;5;2;12.0
1;21;44;9003;1;150.0;6;6;13.0;6;6;12.625
1;18;1;9500;1;144.9;7;7;15.957142857142856;8;8;15.188888888888888
1;18;17;9119;1;121.1;5;5;13.2;5;5;12.6
1;20;1;9147;0;121.8;5;4;10.2;5;3;11.0
1;25;39;9119;0;146.8;5;5;14.2;5;2;13.5
1;22;1;9670;0;138.0;6;6;12.625;6;2;14.5
1;18;1;9500;0;138.0;8;6;13.496666666666668;8;6;13.496666666666668
1;19;17;9147;0;116.3;5;5;13.25;5;5;11.0
1;19;1;9119;0;122.5;5;3;12.0;5;3;12.0
1;25;39;9773;0;115.0;6;4;13.0;6;4;13.75
1;21;43;9070;0;115.0;11;9;11.77777777777778;8;3;13.666666666666666
1;19;17;9119;0;119.8;5;2;11.0;6;0;0.0
1;20;17;9147;0;95.0;5;0;0.0;5;0;0.0
1;25;44;9003;0;150.0;14;14;12.428571428571429;9;6;10.857142857142858
1;20;17;9147;0;117.8;5;3;11.0;5;3;12.0
1;18;1;171;0;144.2;0;0;0.0;0;0;0.0
1;23;44;9254;0;130.0;6;3;11.5;6;3;10.666666666666666
1;23;42;9500;0;128.2;8;8;12.5075;8;8;12.5075
1;21;53;9003;0;135.3;12;11;12.090909090909092;12;11;12.0
1;20;1;9130;0;143.9;5;2;11.0;5;3;12.666666666666666
1;25;39;9991;0;140.7;5;1;10.0;5;2;11.333333333333334
1;18;1;9130;0;130.4;6;6;13.5;6;5;13.2
1;22;1;9070;0;123.2;6;6;14.166666666666666;6;6;13.625
1;27;39;9670;0;118.0;6;6;14.0;6;6;14.714285714285714
1;25;39;9003;0;120.0;3;0;0.0;3;0;0.0
1;18;17;9119;0;118.9;5;3;11.666666666666666;5;3;11.333333333333334
1;20;17;9085;0;117.2;5;5;14.6;5;5;14.2
1;27;39;9003;0;120.0;6;5;13.0;6;5;11.5
1;20;1;8014;0;118.1;6;6;12.166666666666666;6;6;12.0
1;22;1;9147;0;124.8;5;0;0.0;5;1;12.0
1;19;17;9119;0;106.5;5;3;10.5;5;3;10.8
1;20;1;9147;0;116.8;5;3;12.4;5;5;10.833333333333334
1;19;43;171;0;109.3;0;0;0.0;0;0;0.0
1;29;39;9085;0;120.0;5;0;0.0;5;0;0.0
1;19;1;9500;0;137.5;8;7;13.828571428571427;8;7;13.828571428571427
0;28;39;9991;1;150.0;5;5;10.6;5;5;10.2
0;20;1;9238;0;120.4;6;6;11.5;6;6;11.666666666666666
0;20;1;9070;0;136.7;6;4;13.5;6;6;13.625
0;31;39;8014;0;118.5;6;0;0.0;6;0;0.0
0;18;17;9500;0;133.0;7;7;12.5375;8;7;12.614285714285714
0;19;17;9670;0;128.8;6;6;14.833333333333334;6;6;13.285714285714286
0;18;1;9147;0;133.0;5;4;12.0;5;4;12.8
0;19;17;9254;0;102.0;6;5;11.8;6;5;11.6
0;18;1;9147;1;133.9;5;5;15.0;5;5;15.2
0;19;17;9085;0;127.0;5;3;12.0;5;5;13.2
0;18;17;9773;1;120.4;6;6;12.833333333333334;6;6;12.285714285714286
0;19;1;9254;0;124.5;6;6;11.666666666666666;6;3;12.0
0;19;1;9556;0;123.9;7;7;12.1625;8;8;13.825
0;18;1;9670;0;117.8;6;6;13.833333333333334;6;6;14.555555555555555
0;19;1;9500;0;126.7;7;4;12.45;7;5;11.7
0;20;44;9670;1;110.0;6;6;12.125;6;6;13.571428571428571
0;20;17;9670;0;134.7;6;5;13.4;6;4;13.0
0;20;17;9003;0;113.2;6;6;13.333333333333334;6;5;14.0
0;29;39;9991;0;141.0;15;11;11.454545454545457;13;11;11.545454545454543
0;20;17;9853;1;111.5;6;4;12.0;6;3;10.0
0;31;39;9853;0;140.0;7;6;12.666666666666666;7;5;12.6
0;20;17;9670;0;134.3;6;6;12.666666666666666;6;6;13.77777777777778
0;21;17;9003;0;125.3;18;18;11.88888888888889;13;13;11.461538461538462
0;23;7;9130;0;140.0;6;0;0.0;6;0;0.0
0;21;17;9070;0;119.6;6;4;13.0;6;4;11.6
0;24;7;9500;0;170.0;7;7;16.885714285714283;8;8;15.744444444444444
0;27;39;8014;0;150.5;6;6;12.5;6;6;12.333333333333334
0;18;1;9500;1;128.0;7;7;13.055555555555555;8;8;15.8125
0;21;1;171;0;108.7;0;0;0.0;0;0;0.0
0;19;17;9130;1;121.6;5;0;0.0;5;0;0.0
0;19;1;9500;1;125.3;8;7;12.355714285714283;8;7;12.355714285714283
0;18;17;9085;0;117.6;6;0;0.0;6;0;0.0
0;18;43;9500;1;124.3;7;5;11.98;7;5;11.98
0;20;1;9853;1;106.1;7;7;13.857142857142858;7;7;12.571428571428571
0;24;1;8014;0;139.9;6;5;13.0;6;6;14.166666666666666
0;20;1;9070;0;110.8;6;6;12.833333333333334;6;6;11.166666666666666
0;20;17;9147;0;118.0;5;4;11.0;5;5;13.2
0;19;1;9500;1;117.8;8;7;12.357142857142858;8;7;12.357142857142858
0;18;1;9500;1;127.5;8;7;13.857142857142858;8;7;13.857142857142858
0;20;17;9238;1;129.7;6;6;12.333333333333334;6;6;10.666666666666666
0;20;17;9500;0;130.6;7;7;12.847142857142858;8;8;13.788888888888888
0;19;17;9500;1;126.3;7;6;12.339999999999998;8;8;13.01875
0;19;44;9085;0;140.0;6;5;12.666666666666666;6;4;11.75
0;20;1;9773;0;105.0;6;6;13.833333333333334;6;6;12.5
0;19;17;9147;0;114.6;5;2;10.75;5;2;10.0
0;19;17;9853;0;114.6;6;4;13.25;6;4;10.25
0;18;17;9500;1;131.0;8;8;13.73125;8;8;13.73125
0;23;17;9070;1;109.0;6;6;13.333333333333334;6;3;12.666666666666666
0;21;1;9853;0;132.0;6;5;12.0;6;5;10.8
0;23;44;8014;0;130.0;9;9;10.88888888888889;8;6;11.333333333333334
0;19;1;9500;0;109.5;7;7;13.025;8;8;13.811111111111112
0;18;17;9773;0;115.9;6;6;13.0;6;6;14.166666666666666
0;19;1;9773;0;131.6;6;5;11.8;6;5;12.0
0;25;39;9500;1;120.0;8;7;12.042857142857144;8;7;12.042857142857144
0;19;1;9853;0;109.7;6;5;12.2;6;4;13.0
0;19;1;9500;1;136.4;7;7;12.8375;8;8;15.5
0;24;39;9556;1;120.0;7;7;11.0;8;7;11.7
0;18;1;9670;1;132.6;6;6;13.5;6;5;14.0
0;19;17;9238;1;112.9;6;6;12.125;6;6;12.714285714285714
0;18;1;9500;1;134.3;8;7;12.62857142857143;8;7;12.62857142857143
0;27;39;9991;0;123.2;5;3;10.666666666666666;5;4;11.4
0;19;17;9238;0;117.2;6;5;11.2;6;5;11.6
0;18;18;9773;1;129.8;6;6;12.666666666666666;6;6;11.833333333333334
0;34;39;9670;0;158.0;6;4;13.5;6;0;0.0
0;18;1;9147;0;116.5;5;3;11.666666666666666;5;2;11.0
0;18;1;9147;0;121.0;5;2;10.5;5;3;12.333333333333334
0;18;1;9500;0;133.8;8;8;14.26875;8;8;14.26875
0;20;1;9773;0;115.0;6;0;0.0;6;0;0.0
0;19;1;9147;1;131.8;5;2;10.5;5;3;13.333333333333334
0;21;1;9238;0;121.0;6;5;11.2;6;1;10.0
0;26;39;9991;0;152.4;5;5;12.0;5;5;14.833333333333334
0;27;43;9556;0;110.2;7;7;12.228571428571428;8;8;13.2125
0;20;1;9670;0;113.5;5;4;11.5;5;4;10.75
0;18;17;9238;0;144.4;6;6;15.375;6;6;16.428571428571427
0;23;53;9085;0;143.3;12;9;13.666666666666666;9;6;13.5
0;24;39;9500;0;100.0;8;7;12.614285714285714;8;7;12.614285714285714
0;19;44;9238;1;126.3;6;5;12.2;6;6;11.5
0;19;1;9773;0;115.9;6;4;11.75;6;4;11.0
0;19;1;9238;1;114.9;6;5;11.4;6;3;10.0
0;18;1;9238;0;121.0;6;5;10.6;6;2;10.0
0;22;51;8014;0;112.3;16;13;10.923076923076923;13;11;11.454545454545457
0;20;43;9070;0;127.0;6;5;12.4;6;5;12.4
0;25;39;9003;0;120.0;6;0;0.0;6;0;0.0
0;21;44;9003;0;180.0;6;6;15.833333333333334;6;6;15.5
0;19;1;9500;0;117.4;7;5;11.8;7;6;11.708333333333334
0;18;17;9773;0;115.8;6;6;12.571428571428571;6;6;13.666666666666666
0;18;1;9670;0;136.5;5;3;12.0;5;4;13.25
1;19;17;9500;0;129.0;7;7;13.3625;8;8;14.444444444444445
0;19;1;9085;1;137.6;5;5;15.4;5;5;16.0
0;18;17;9773;0;129.5;6;5;12.2;6;4;11.75
0;20;51;9238;1;129.1;11;11;12.818181818181818;11;11;13.545454545454543
0;19;17;9500;0;130.2;7;0;0.0;8;0;0.0
0;28;42;9500;0;134.3;17;17;13.394736842105264;17;17;13.554736842105264
0;20;1;9238;1;138.4;6;6;14.25;6;6;11.0
0;30;42;8014;0;120.0;11;9;13.444444444444445;7;7;14.714285714285714
0;19;1;9500;1;123.5;7;7;12.285714285714286;8;8;11.7375
0;22;1;9070;0;116.1;6;6;11.666666666666666;6;5;13.2
0;18;1;9254;0;110.8;6;6;12.166666666666666;6;6;13.5
0;23;17;9853;0;142.8;6;2;10.0;6;2;11.0
0;18;17;9070;0;155.5;6;6;14.0;6;6;15.0
0;18;1;9853;0;126.7;6;5;11.833333333333334;6;4;12.0
1;50;39;9773;0;163.5;6;1;15.0;5;0;0.0
0;19;1;171;1;161.9;0;0;0.0;0;0;0.0
0;22;17;9254;0;123.3;6;6;10.833333333333334;6;6;10.666666666666666
0;23;44;9238;1;137.5;6;6;13.142857142857142;6;6;14.0
0;20;18;9085;1;166.6;5;5;14.4;5;5;14.0
0;44;39;9238;0;103.5;6;0;0.0;6;0;0.0
1;49;39;9003;0;110.0;12;7;12.0;12;9;11.22222222222222
1;46;43;9991;0;128.2;10;9;12.2;10;10;12.8
1;41;39;9085;0;137.7;3;3;12.333333333333334;2;2;11.0
1;18;17;9500;0;128.8;7;7;11.8375;8;8;12.48125
1;43;39;9991;0;170.0;5;5;11.8;5;5;14.0
1;70;39;9147;0;116.4;5;0;0.0;5;0;0.0
1;48;39;9130;0;100.9;6;0;0.0;6;0;0.0
1;41;43;9003;0;136.0;19;19;12.68421052631579;13;13;12.384615384615383
1;21;1;9254;0;130.0;6;6;12.571428571428571;6;4;13.0
1;35;39;33;0;100.0;7;3;11.25;7;0;0.0
1;44;39;9130;0;157.0;5;4;14.0;5;4;15.5
1;18;1;9147;0;152.1;5;4;13.333333333333334;5;2;13.5
1;45;1;8014;0;162.9;6;6;13.666666666666666;6;6;13.666666666666666
1;20;1;9254;0;137.2;6;3;10.0;6;5;10.8
1;22;44;9003;0;140.0;6;5;12.6;6;6;11.714285714285714
1;39;43;9119;0;146.5;5;3;17.333333333333332;5;1;17.0
1;20;44;9085;0;130.0;6;5;13.2;6;3;12.0
1;49;39;9147;0;128.0;5;3;14.0;5;3;13.666666666666666
1;43;7;9556;0;190.0;4;4;13.875;1;1;12.5
1;32;39;9991;0;133.2;5;0;0.0;5;0;0.0
1;47;39;9238;0;124.3;9;9;13.11111111111111;7;7;14.857142857142858
1;37;39;9991;1;138.1;5;5;13.0;5;4;13.333333333333334
1;41;39;8014;0;144.3;10;10;12.5;7;7;12.142857142857142
1;60;39;9003;0;140.0;18;18;14.11111111111111;13;13;14.23076923076923
1;47;39;9254;0;148.3;11;11;14.727272727272728;9;9;15.77777777777778
1;50;39;8014;0;96.0;6;0;0.0;5;0;0.0
1;45;39;9991;0;121.7;5;0;0.0;5;0;0.0
1;45;39;9119;0;160.0;5;0;0.0;5;0;0.0
1;33;39;9085;0;110.3;5;4;13.5;5;5;11.6
1;18;1;9500;0;129.0;8;7;13.105714285714283;8;7;13.105714285714283
1;43;39;9085;0;150.0;5;5;13.5;5;5;14.4
1;44;43;8014;0;100.0;13;13;11.846153846153848;11;11;12.0
1;29;39;9130;0;107.5;5;0;0.0;5;0;0.0
1;53;39;9670;0;170.0;6;3;14.333333333333334;6;0;0.0
1;37;42;9991;0;123.0;5;5;15.8;5;5;17.6
1;18;43;9670;0;138.5;6;5;13.8;6;5;12.4
1;35;43;33;0;140.0;10;6;12.666666666666666;9;3;12.0
1;23;1;9254;0;113.6;6;6;13.0;6;6;12.0
1;22;1;171;0;170.0;0;0;0.0;0;0;0.0
1;33;39;8014;0;115.5;6;1;11.0;6;0;0.0
1;41;7;9130;0;130.0;5;0;0.0;5;0;0.0
1;51;7;9500;0;140.0;7;7;15.2;8;8;16.575
1;19;51;9670;0;126.6;6;6;14.428571428571429;7;7;14.375
1;35;39;9991;0;143.2;5;0;0.0;5;0;0.0
1;20;1;171;0;131.4;0;0;0.0;0;0;0.0
1;18;43;9670;0;133.3;6;4;13.75;6;5;11.2
1;18;1;9773;1;118.3;6;5;12.166666666666666;6;3;12.0
1;21;44;9003;0;140.0;6;5;12.142857142857142;6;5;11.666666666666666
1;21;1;9254;0;124.7;6;6;12.0;6;5;11.6
1;34;39;9147;0;140.0;5;3;11.666666666666666;5;4;12.75
1;34;39;9130;0;150.0;6;0;0.0;6;0;0.0
1;21;17;9670;0;115.6;6;6;11.875;6;5;12.0
1;32;43;9773;0;116.9;11;7;11.285714285714286;7;6;12.333333333333334
1;30;17;9254;0;123.4;6;2;10.0;6;3;11.333333333333334
1;19;1;171;0;146.5;12;11;12.0;11;10;11.181818181818182
1;20;51;9773;0;117.1;7;6;13.833333333333334;6;5;13.0
1;18;1;9070;0;113.9;6;0;0.0;6;0;0.0
1;19;1;9254;0;128.7;6;6;14.428571428571429;6;6;12.5
1;18;17;9500;0;132.9;7;5;14.2;7;6;12.4
1;27;39;9991;0;123.0;5;4;11.5;5;3;10.333333333333334
1;52;39;9773;0;129.8;6;5;13.0;6;6;15.0
1;29;43;9003;0;156.1;6;0;0.0;6;0;0.0
1;22;51;9003;0;120.0;6;3;11.333333333333334;6;2;11.0
1;28;43;9085;0;117.2;18;18;12.5;13;12;11.428571428571429
1;30;39;9670;0;107.0;5;0;0.0;5;0;0.0
0;18;1;9500;0;128.4;7;7;13.471428571428572;8;8;13.944444444444445
0;21;1;9670;0;123.4;5;4;11.75;5;3;13.333333333333334
0;20;1;9070;1;126.7;6;6;13.333333333333334;6;6;14.666666666666666
0;21;42;9500;1;123.0;8;8;13.105;8;8;13.105
0;32;39;9991;0;137.2;5;0;0.0;5;0;0.0
1;20;1;9070;1;125.9;6;6;15.5;6;6;12.166666666666666
1;19;1;171;0;138.0;0;0;0.0;0;0;0.0
1;18;15;9670;0;128.2;6;4;11.25;6;3;12.333333333333334
1;23;43;9991;0;126.5;15;12;11.0;14;11;11.363636363636363
1;20;1;9254;0;112.4;6;6;12.333333333333334;6;4;13.0
0;46;43;9147;0;109.0;9;8;11.375;5;5;11.8
1;27;17;9003;0;100.0;18;18;12.22222222222222;12;12;12.384615384615383
1;20;5;171;0;144.7;0;0;0.0;0;0;0.0
1;41;43;8014;0;120.0;9;9;12.0;7;6;12.0
1;40;15;9147;0;100.0;5;1;11.0;5;1;10.0
1;37;44;8014;0;154.0;16;16;14.125;11;10;13.0
1;20;1;9147;0;111.3;5;5;10.2;5;5;11.2
0;20;44;9130;0;150.0;5;4;12.0;5;4;12.4
0;26;7;9991;0;100.0;9;9;12.333333333333334;7;7;12.571428571428571
1;54;39;8014;0;162.5;9;9;14.333333333333334;7;7;13.857142857142858
1;21;17;9670;0;134.1;6;6;15.166666666666666;6;6;14.0
0;20;1;9085;1;133.0;6;6;15.142857142857142;6;6;15.142857142857142
0;18;17;9773;0;119.0;6;0;0.0;6;0;0.0
0;19;1;9500;0;131.1;7;6;13.411428571428573;8;7;13.294444444444444
0;18;1;9238;0;129.4;6;6;12.333333333333334;6;6;12.166666666666666
0;19;1;9085;0;123.9;6;4;11.8;6;4;12.2
0;22;44;9085;0;140.0;6;6;12.0;6;3;12.0
0;19;43;9085;0;162.0;6;6;15.0;6;6;15.625
0;21;1;171;0;131.6;12;8;13.875;11;9;12.7
0;20;17;9853;0;110.6;7;6;11.833333333333334;7;6;14.333333333333334
0;18;17;9773;1;117.4;6;6;12.5;6;6;13.833333333333334
0;18;17;9773;1;137.8;6;6;15.0;6;6;15.5
0;20;17;9670;0;106.7;6;2;11.666666666666666;6;4;10.5
0;18;1;9500;1;156.9;7;7;14.668;8;8;14.63375
0;18;1;9500;0;129.0;8;6;13.345;8;6;13.345
0;20;1;9773;1;124.8;6;5;12.8;6;6;12.333333333333334
0;19;1;9238;0;115.1;6;6;10.833333333333334;6;6;12.142857142857142
0;18;1;9070;0;146.7;6;6;13.666666666666666;6;5;14.0
0;18;1;9500;0;132.8;8;7;14.537142857142856;8;7;14.537142857142856
0;18;5;9085;1;159.1;5;5;14.4;5;5;14.0
0;20;17;171;1;137.6;0;0;0.0;0;0;0.0
0;19;17;9773;1;124.0;6;6;13.166666666666666;6;6;13.833333333333334
1;36;39;9500;0;149.0;6;2;11.5;7;0;0.0
0;19;17;9238;1;129.6;6;6;11.333333333333334;6;6;12.428571428571429
0;18;17;9238;0;110.0;6;6;12.0;6;5;13.6
0;18;1;9773;1;116.1;6;6;13.166666666666666;6;6;12.166666666666666
0;18;1;9773;1;133.3;6;6;14.833333333333334;6;6;14.166666666666666
0;19;44;9070;0;144.3;7;7;13.0;9;9;13.22222222222222
0;18;18;9500;0;133.6;7;7;13.087142857142856;8;8;12.95
0;19;1;9130;1;123.2;6;6;13.333333333333334;6;6;13.666666666666666
0;18;1;9853;0;137.2;6;6;12.166666666666666;6;4;12.75
0;22;53;9070;1;130.0;6;6;11.0;6;4;12.0
0;18;1;9238;0;110.0;6;0;0.0;6;0;0.0
0;19;17;9147;0;118.0;5;5;13.6;5;5;12.2
0;18;1;9773;0;128.4;6;6;15.5;6;6;14.0
0;19;1;9853;0;113.6;7;7;13.857142857142858;7;7;14.285714285714286
0;20;17;9147;0;113.5;5;2;11.5;5;3;10.0
0;18;17;9070;1;146.9;6;6;13.0;6;6;12.166666666666666
0;23;1;9130;0;141.3;6;6;14.0;6;4;13.0
0;20;1;9773;0;129.7;4;0;0.0;6;0;0.0
0;20;1;9070;0;121.3;6;6;11.166666666666666;6;6;11.5
0;22;1;9238;1;109.1;6;0;0.0;6;0;0.0
0;18;17;9853;1;107.1;7;7;12.142857142857142;7;6;13.666666666666666
0;18;17;9500;1;129.2;7;7;14.145714285714286;8;8;13.627777777777778
